Order ID,Product Category,Product, Sales ,Quantity,Discount, Profit , Shipping Cost 
HF-2015-8563,Home & Furniture,Towels, $228.0 ,2,0.03, $134.3 , $13.4 
HF-2015-8564,Home & Furniture,Sofas, $67.0 ,1,0.05, $67.0 , $6.7 
HF-2015-8565,Home & Furniture,Beds, $78.0 ,5,0.05, $15.6 , $1.6 
HF-2015-8566,Home & Furniture,Dinning Tables, $119.0 ,1,0.02, $36.6 , $3.7 
HF-2015-8567,Home & Furniture,Shoe Rack, $124.0 ,2,0.03, $36.6 , $3.7 
HF-2015-8568,Home & Furniture,Umbrellas, $70.0 ,2,0.02, $35.0 , $3.5 
HF-2015-8569,Home & Furniture,Dinner Crockery, $133.0 ,4,0.02, $42.4 , $4.2 
HF-2015-8570,Home & Furniture,Sofa Covers, $216.0 ,4,0.01, $127.4 , $12.7 
HF-2015-8571,Home & Furniture,Bed Sheets, $211.0 ,1,0.04, $122.6 , $12.3 
HF-2015-8572,Home & Furniture,Curtains, $34.0 ,5,0.04, $6.8 , $0.7 
HF-2015-8573,Home & Furniture,Towels, $228.0 ,2,0.04, $129.8 , $13.0 
HF-2015-8574,Home & Furniture,Sofas, $67.0 ,1,0.02, $67.0 , $6.7 
HF-2015-8575,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8576,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 
HF-2015-8577,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 
HF-2015-8578,Home & Furniture,Umbrellas, $70.0 ,5,0.05, $14.0 , $1.4 
HF-2015-8579,Home & Furniture,Dinner Crockery, $133.0 ,4,0.04, $31.7 , $3.2 
HF-2015-8580,Home & Furniture,Sofa Covers, $216.0 ,3,0.04, $110.1 , $11.0 
HF-2015-8581,Home & Furniture,Bed Sheets, $211.0 ,5,0.02, $109.9 , $11.0 
HF-2015-8582,Home & Furniture,Curtains, $34.0 ,3,0.02, $11.3 , $1.1 
HF-2015-8583,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-8584,Home & Furniture,Sofas, $67.0 ,2,0.01, $33.5 , $3.4 
HF-2015-8585,Home & Furniture,Beds, $78.0 ,4,0.04, $19.5 , $2.0 
HF-2015-8586,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-8587,Home & Furniture,Shoe Rack, $124.0 ,3,0.03, $32.8 , $3.3 
HF-2015-8588,Home & Furniture,Umbrellas, $70.0 ,3,0.03, $23.3 , $2.3 
HF-2015-8589,Home & Furniture,Dinner Crockery, $133.0 ,3,0.03, $41.0 , $4.1 
HF-2015-8590,Home & Furniture,Sofa Covers, $216.0 ,5,0.02, $114.4 , $11.4 
HF-2015-8591,Home & Furniture,Bed Sheets, $211.0 ,4,0.02, $114.1 , $11.4 
HF-2015-8592,Home & Furniture,Curtains, $34.0 ,1,0.01, $34.0 , $3.4 
HF-2015-8593,Home & Furniture,Towels, $228.0 ,3,0.05, $113.8 , $11.4 
HF-2015-8594,Home & Furniture,Sofas, $67.0 ,4,0.03, $16.8 , $1.7 
HF-2015-8595,Home & Furniture,Beds, $78.0 ,3,0.04, $26.0 , $2.6 
HF-2015-8596,Home & Furniture,Dinning Tables, $119.0 ,2,0.03, $31.9 , $3.2 
HF-2015-8597,Home & Furniture,Shoe Rack, $124.0 ,5,0.02, $31.6 , $3.2 
HF-2015-8598,Home & Furniture,Umbrellas, $70.0 ,3,0.03, $23.3 , $2.3 
HF-2015-8599,Home & Furniture,Dinner Crockery, $133.0 ,5,0.05, $19.8 , $2.0 
HF-2015-8600,Home & Furniture,Sofa Covers, $216.0 ,5,0.05, $82.0 , $8.2 
HF-2015-8601,Home & Furniture,Bed Sheets, $211.0 ,1,0.04, $122.6 , $12.3 
HF-2015-8602,Home & Furniture,Curtains, $34.0 ,1,0.03, $34.0 , $3.4 
HF-2015-8603,Home & Furniture,Towels, $228.0 ,4,0.02, $129.8 , $13.0 
HF-2015-8604,Home & Furniture,Sofas, $67.0 ,4,0.05, $16.8 , $1.7 
HF-2015-8605,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 
HF-2015-8606,Home & Furniture,Dinning Tables, $119.0 ,2,0.01, $36.6 , $3.7 
HF-2015-8607,Home & Furniture,Shoe Rack, $124.0 ,1,0.03, $40.3 , $4.0 
HF-2015-8608,Home & Furniture,Umbrellas, $70.0 ,2,0.01, $35.0 , $3.5 
HF-2015-8609,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-8610,Home & Furniture,Sofa Covers, $216.0 ,3,0.04, $110.1 , $11.0 
HF-2015-8611,Home & Furniture,Bed Sheets, $211.0 ,2,0.02, $122.6 , $12.3 
HF-2015-8612,Home & Furniture,Curtains, $34.0 ,2,0.03, $17.0 , $1.7 
HF-2015-8613,Home & Furniture,Towels, $228.0 ,2,0.02, $138.9 , $13.9 
HF-2015-8614,Home & Furniture,Sofas, $67.0 ,2,0.03, $33.5 , $3.4 
HF-2015-8615,Home & Furniture,Beds, $78.0 ,4,0.04, $19.5 , $2.0 
HF-2015-8616,Home & Furniture,Dinning Tables, $119.0 ,1,0.03, $35.4 , $3.5 
HF-2015-8617,Home & Furniture,Shoe Rack, $124.0 ,2,0.04, $34.1 , $3.4 
HF-2015-8618,Home & Furniture,Umbrellas, $70.0 ,1,0.05, $70.0 , $7.0 
HF-2015-8619,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-8620,Home & Furniture,Sofa Covers, $216.0 ,1,0.05, $125.2 , $12.5 
HF-2015-8621,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8622,Home & Furniture,Curtains, $34.0 ,3,0.04, $11.3 , $1.1 
HF-2015-8623,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-8624,Home & Furniture,Sofas, $67.0 ,2,0.05, $33.5 , $3.4 
HF-2015-8625,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8626,Home & Furniture,Dinning Tables, $119.0 ,1,0.02, $36.6 , $3.7 
HF-2015-8627,Home & Furniture,Shoe Rack, $124.0 ,3,0.02, $36.6 , $3.7 
HF-2015-8628,Home & Furniture,Umbrellas, $70.0 ,2,0.02, $35.0 , $3.5 
HF-2015-8629,Home & Furniture,Dinner Crockery, $133.0 ,1,0.03, $49.0 , $4.9 
HF-2015-8630,Home & Furniture,Sofa Covers, $216.0 ,4,0.01, $127.4 , $12.7 
HF-2015-8631,Home & Furniture,Bed Sheets, $211.0 ,3,0.02, $118.3 , $11.8 
HF-2015-8632,Home & Furniture,Curtains, $34.0 ,4,0.01, $8.5 , $0.9 
HF-2015-8633,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-8634,Home & Furniture,Sofas, $67.0 ,3,0.04, $22.3 , $2.2 
HF-2015-8635,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-8636,Home & Furniture,Dinning Tables, $119.0 ,2,0.01, $36.6 , $3.7 
HF-2015-8637,Home & Furniture,Shoe Rack, $124.0 ,4,0.03, $29.1 , $2.9 
HF-2015-8638,Home & Furniture,Umbrellas, $70.0 ,3,0.02, $23.3 , $2.3 
HF-2015-8639,Home & Furniture,Dinner Crockery, $133.0 ,3,0.04, $37.0 , $3.7 
HF-2015-8640,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-8641,Home & Furniture,Bed Sheets, $211.0 ,5,0.02, $109.9 , $11.0 
HF-2015-8642,Home & Furniture,Curtains, $34.0 ,3,0.01, $11.3 , $1.1 
HF-2015-8643,Home & Furniture,Towels, $228.0 ,1,0.03, $141.2 , $14.1 
HF-2015-8644,Home & Furniture,Sofas, $67.0 ,3,0.02, $22.3 , $2.2 
HF-2015-8645,Home & Furniture,Beds, $78.0 ,2,0.05, $39.0 , $3.9 
HF-2015-8646,Home & Furniture,Dinning Tables, $119.0 ,5,0.01, $33.1 , $3.3 
HF-2015-8647,Home & Furniture,Shoe Rack, $124.0 ,3,0.03, $32.8 , $3.3 
HF-2015-8648,Home & Furniture,Umbrellas, $70.0 ,4,0.04, $17.5 , $1.8 
HF-2015-8649,Home & Furniture,Dinner Crockery, $133.0 ,2,0.04, $42.4 , $4.2 
HF-2015-8650,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 
HF-2015-8651,Home & Furniture,Bed Sheets, $211.0 ,5,0.05, $78.3 , $7.8 
HF-2015-8652,Home & Furniture,Curtains, $34.0 ,3,0.01, $11.3 , $1.1 
HF-2015-8653,Home & Furniture,Towels, $228.0 ,4,0.02, $129.8 , $13.0 
HF-2015-8654,Home & Furniture,Sofas, $67.0 ,2,0.05, $33.5 , $3.4 
HF-2015-8655,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-8656,Home & Furniture,Dinning Tables, $119.0 ,5,0.04, $15.2 , $1.5 
HF-2015-8657,Home & Furniture,Shoe Rack, $124.0 ,4,0.02, $34.1 , $3.4 
HF-2015-8658,Home & Furniture,Umbrellas, $70.0 ,2,0.02, $35.0 , $3.5 
HF-2015-8659,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-8660,Home & Furniture,Sofa Covers, $216.0 ,3,0.01, $129.5 , $13.0 
HF-2015-8661,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-8662,Home & Furniture,Curtains, $34.0 ,2,0.03, $17.0 , $1.7 
HF-2015-8663,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-8664,Home & Furniture,Sofas, $67.0 ,4,0.03, $16.8 , $1.7 
HF-2015-8665,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-8666,Home & Furniture,Dinning Tables, $119.0 ,3,0.03, $28.3 , $2.8 
HF-2015-8667,Home & Furniture,Shoe Rack, $124.0 ,1,0.02, $41.5 , $4.2 
HF-2015-8668,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-8669,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-8670,Home & Furniture,Sofa Covers, $216.0 ,3,0.02, $123.0 , $12.3 
HF-2015-8671,Home & Furniture,Bed Sheets, $211.0 ,1,0.05, $120.5 , $12.0 
HF-2015-8672,Home & Furniture,Curtains, $34.0 ,5,0.03, $6.8 , $0.7 
HF-2015-8673,Home & Furniture,Towels, $228.0 ,4,0.03, $120.6 , $12.1 
HF-2015-8674,Home & Furniture,Sofas, $67.0 ,3,0.01, $22.3 , $2.2 
HF-2015-8675,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 
HF-2015-8676,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 
HF-2015-8677,Home & Furniture,Shoe Rack, $124.0 ,4,0.04, $24.2 , $2.4 
HF-2015-8678,Home & Furniture,Umbrellas, $70.0 ,4,0.05, $17.5 , $1.8 
HF-2015-8679,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-8680,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-8681,Home & Furniture,Bed Sheets, $211.0 ,4,0.02, $114.1 , $11.4 
HF-2015-8682,Home & Furniture,Curtains, $34.0 ,2,0.02, $17.0 , $1.7 
HF-2015-8683,Home & Furniture,Towels, $228.0 ,3,0.05, $113.8 , $11.4 
HF-2015-8684,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-8685,Home & Furniture,Beds, $78.0 ,1,0.02, $78.0 , $7.8 
HF-2015-8686,Home & Furniture,Dinning Tables, $119.0 ,3,0.05, $21.2 , $2.1 
HF-2015-8687,Home & Furniture,Shoe Rack, $124.0 ,4,0.04, $24.2 , $2.4 
HF-2015-8688,Home & Furniture,Umbrellas, $70.0 ,2,0.04, $35.0 , $3.5 
HF-2015-8689,Home & Furniture,Dinner Crockery, $133.0 ,4,0.03, $37.0 , $3.7 
HF-2015-8690,Home & Furniture,Sofa Covers, $216.0 ,2,0.03, $123.0 , $12.3 
HF-2015-8691,Home & Furniture,Bed Sheets, $211.0 ,2,0.04, $114.1 , $11.4 
HF-2015-8692,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 
HF-2015-8693,Home & Furniture,Towels, $228.0 ,2,0.05, $125.2 , $12.5 
HF-2015-8694,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-8695,Home & Furniture,Beds, $78.0 ,5,0.01, $15.6 , $1.6 
HF-2015-8696,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 
HF-2015-8697,Home & Furniture,Shoe Rack, $124.0 ,3,0.01, $40.3 , $4.0 
HF-2015-8698,Home & Furniture,Umbrellas, $70.0 ,5,0.01, $14.0 , $1.4 
HF-2015-8699,Home & Furniture,Dinner Crockery, $133.0 ,5,0.04, $26.4 , $2.6 
HF-2015-8700,Home & Furniture,Sofa Covers, $216.0 ,3,0.04, $110.1 , $11.0 
HF-2015-8701,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-8702,Home & Furniture,Curtains, $34.0 ,5,0.01, $6.8 , $0.7 
HF-2015-8703,Home & Furniture,Towels, $228.0 ,1,0.05, $136.6 , $13.7 
HF-2015-8704,Home & Furniture,Sofas, $67.0 ,2,0.01, $33.5 , $3.4 
HF-2015-8705,Home & Furniture,Beds, $78.0 ,3,0.03, $26.0 , $2.6 
HF-2015-8706,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-8707,Home & Furniture,Shoe Rack, $124.0 ,3,0.01, $40.3 , $4.0 
HF-2015-8708,Home & Furniture,Umbrellas, $70.0 ,2,0.04, $35.0 , $3.5 
HF-2015-8709,Home & Furniture,Dinner Crockery, $133.0 ,5,0.04, $26.4 , $2.6 
HF-2015-8710,Home & Furniture,Sofa Covers, $216.0 ,2,0.02, $127.4 , $12.7 
HF-2015-8711,Home & Furniture,Bed Sheets, $211.0 ,1,0.01, $128.9 , $12.9 
HF-2015-8712,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 
HF-2015-8713,Home & Furniture,Towels, $228.0 ,3,0.05, $113.8 , $11.4 
HF-2015-8714,Home & Furniture,Sofas, $67.0 ,1,0.01, $67.0 , $6.7 
HF-2015-8715,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8716,Home & Furniture,Dinning Tables, $119.0 ,4,0.01, $34.2 , $3.4 
HF-2015-8717,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-8718,Home & Furniture,Umbrellas, $70.0 ,3,0.03, $23.3 , $2.3 
HF-2015-8719,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-8720,Home & Furniture,Sofa Covers, $216.0 ,3,0.05, $103.6 , $10.4 
HF-2015-8721,Home & Furniture,Bed Sheets, $211.0 ,1,0.01, $128.9 , $12.9 
HF-2015-8722,Home & Furniture,Curtains, $34.0 ,1,0.05, $34.0 , $3.4 
HF-2015-8723,Home & Furniture,Towels, $228.0 ,5,0.01, $136.6 , $13.7 
HF-2015-8724,Home & Furniture,Sofas, $67.0 ,5,0.03, $13.4 , $1.3 
HF-2015-8725,Home & Furniture,Beds, $78.0 ,4,0.04, $19.5 , $2.0 
HF-2015-8726,Home & Furniture,Dinning Tables, $119.0 ,3,0.03, $28.3 , $2.8 
HF-2015-8727,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-8728,Home & Furniture,Umbrellas, $70.0 ,2,0.02, $35.0 , $3.5 
HF-2015-8729,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-8730,Home & Furniture,Sofa Covers, $216.0 ,2,0.04, $118.7 , $11.9 
HF-2015-8731,Home & Furniture,Bed Sheets, $211.0 ,2,0.03, $118.3 , $11.8 
HF-2015-8732,Home & Furniture,Curtains, $34.0 ,5,0.04, $6.8 , $0.7 
HF-2015-8733,Home & Furniture,Towels, $228.0 ,5,0.03, $113.8 , $11.4 
HF-2015-8734,Home & Furniture,Sofas, $67.0 ,3,0.01, $22.3 , $2.2 
HF-2015-8735,Home & Furniture,Beds, $78.0 ,4,0.03, $19.5 , $2.0 
HF-2015-8736,Home & Furniture,Dinning Tables, $119.0 ,4,0.03, $24.7 , $2.5 
HF-2015-8737,Home & Furniture,Shoe Rack, $124.0 ,1,0.02, $41.5 , $4.2 
HF-2015-8738,Home & Furniture,Umbrellas, $70.0 ,1,0.02, $70.0 , $7.0 
HF-2015-8739,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-8740,Home & Furniture,Sofa Covers, $216.0 ,2,0.01, $131.7 , $13.2 
HF-2015-8741,Home & Furniture,Bed Sheets, $211.0 ,3,0.02, $118.3 , $11.8 
HF-2015-8742,Home & Furniture,Curtains, $34.0 ,2,0.04, $17.0 , $1.7 
HF-2015-8743,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-8744,Home & Furniture,Sofas, $67.0 ,2,0.05, $33.5 , $3.4 
HF-2015-8745,Home & Furniture,Beds, $78.0 ,3,0.03, $26.0 , $2.6 
HF-2015-8746,Home & Furniture,Dinning Tables, $119.0 ,1,0.01, $37.8 , $3.8 
HF-2015-8747,Home & Furniture,Shoe Rack, $124.0 ,5,0.01, $37.8 , $3.8 
HF-2015-8748,Home & Furniture,Umbrellas, $70.0 ,2,0.04, $35.0 , $3.5 
HF-2015-8749,Home & Furniture,Dinner Crockery, $133.0 ,3,0.03, $41.0 , $4.1 
HF-2015-8750,Home & Furniture,Sofa Covers, $216.0 ,1,0.01, $133.8 , $13.4 
HF-2015-8751,Home & Furniture,Bed Sheets, $211.0 ,2,0.04, $114.1 , $11.4 
HF-2015-8752,Home & Furniture,Curtains, $34.0 ,1,0.03, $34.0 , $3.4 
HF-2015-8753,Home & Furniture,Towels, $228.0 ,3,0.04, $120.6 , $12.1 
HF-2015-8754,Home & Furniture,Sofas, $67.0 ,1,0.05, $67.0 , $6.7 
HF-2015-8755,Home & Furniture,Beds, $78.0 ,2,0.05, $39.0 , $3.9 
HF-2015-8756,Home & Furniture,Dinning Tables, $119.0 ,1,0.04, $34.2 , $3.4 
HF-2015-8757,Home & Furniture,Shoe Rack, $124.0 ,3,0.04, $29.1 , $2.9 
HF-2015-8758,Home & Furniture,Umbrellas, $70.0 ,3,0.02, $23.3 , $2.3 
HF-2015-8759,Home & Furniture,Dinner Crockery, $133.0 ,2,0.05, $39.7 , $4.0 
HF-2015-8760,Home & Furniture,Sofa Covers, $216.0 ,3,0.01, $129.5 , $13.0 
HF-2015-8761,Home & Furniture,Bed Sheets, $211.0 ,2,0.01, $126.8 , $12.7 
HF-2015-8762,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 
HF-2015-8763,Home & Furniture,Towels, $228.0 ,1,0.04, $138.9 , $13.9 
HF-2015-8764,Home & Furniture,Sofas, $67.0 ,1,0.05, $67.0 , $6.7 
HF-2015-8765,Home & Furniture,Beds, $78.0 ,5,0.02, $15.6 , $1.6 
HF-2015-8766,Home & Furniture,Dinning Tables, $119.0 ,5,0.05, $9.3 , $0.9 
HF-2015-8767,Home & Furniture,Shoe Rack, $124.0 ,1,0.03, $40.3 , $4.0 
HF-2015-8768,Home & Furniture,Umbrellas, $70.0 ,1,0.01, $70.0 , $7.0 
HF-2015-8769,Home & Furniture,Dinner Crockery, $133.0 ,3,0.02, $45.0 , $4.5 
HF-2015-8770,Home & Furniture,Sofa Covers, $216.0 ,4,0.05, $92.8 , $9.3 
HF-2015-8771,Home & Furniture,Bed Sheets, $211.0 ,4,0.01, $122.6 , $12.3 
HF-2015-8772,Home & Furniture,Curtains, $34.0 ,5,0.03, $6.8 , $0.7 
HF-2015-8773,Home & Furniture,Towels, $228.0 ,3,0.05, $113.8 , $11.4 
HF-2015-8774,Home & Furniture,Sofas, $67.0 ,1,0.04, $67.0 , $6.7 
HF-2015-8775,Home & Furniture,Beds, $78.0 ,5,0.04, $15.6 , $1.6 
HF-2015-8776,Home & Furniture,Dinning Tables, $119.0 ,4,0.02, $29.5 , $2.9 
HF-2015-8777,Home & Furniture,Shoe Rack, $124.0 ,2,0.02, $39.0 , $3.9 
HF-2015-8778,Home & Furniture,Umbrellas, $70.0 ,1,0.05, $70.0 , $7.0 
HF-2015-8779,Home & Furniture,Dinner Crockery, $133.0 ,1,0.03, $49.0 , $4.9 
HF-2015-8780,Home & Furniture,Sofa Covers, $216.0 ,3,0.03, $116.6 , $11.7 
HF-2015-8781,Home & Furniture,Bed Sheets, $211.0 ,4,0.03, $105.7 , $10.6 
HF-2015-8782,Home & Furniture,Curtains, $34.0 ,4,0.05, $8.5 , $0.9 
HF-2015-8783,Home & Furniture,Towels, $228.0 ,2,0.01, $143.4 , $14.3 
HF-2015-8784,Home & Furniture,Sofas, $67.0 ,3,0.04, $22.3 , $2.2 
HF-2015-8785,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-8786,Home & Furniture,Dinning Tables, $119.0 ,1,0.02, $36.6 , $3.7 
HF-2015-8787,Home & Furniture,Shoe Rack, $124.0 ,3,0.05, $25.4 , $2.5 
HF-2015-8788,Home & Furniture,Umbrellas, $70.0 ,1,0.04, $70.0 , $7.0 
HF-2015-8789,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-8790,Home & Furniture,Sofa Covers, $216.0 ,5,0.04, $92.8 , $9.3 
HF-2015-8791,Home & Furniture,Bed Sheets, $211.0 ,4,0.04, $97.2 , $9.7 
HF-2015-8792,Home & Furniture,Curtains, $34.0 ,5,0.01, $6.8 , $0.7 
HF-2015-8793,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-8794,Home & Furniture,Sofas, $67.0 ,5,0.01, $13.4 , $1.3 
HF-2015-8795,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8796,Home & Furniture,Dinning Tables, $119.0 ,1,0.04, $34.2 , $3.4 
HF-2015-8797,Home & Furniture,Shoe Rack, $124.0 ,2,0.04, $34.1 , $3.4 
HF-2015-8798,Home & Furniture,Umbrellas, $70.0 ,5,0.03, $14.0 , $1.4 
HF-2015-8799,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-8800,Home & Furniture,Sofa Covers, $216.0 ,4,0.04, $101.4 , $10.1 
HF-2015-8801,Home & Furniture,Bed Sheets, $211.0 ,3,0.04, $105.7 , $10.6 
HF-2015-8802,Home & Furniture,Curtains, $34.0 ,1,0.04, $34.0 , $3.4 
HF-2015-8803,Home & Furniture,Towels, $228.0 ,5,0.04, $102.4 , $10.2 
HF-2015-8804,Home & Furniture,Sofas, $67.0 ,1,0.02, $67.0 , $6.7 
HF-2015-8805,Home & Furniture,Beds, $78.0 ,2,0.03, $39.0 , $3.9 
HF-2015-8806,Home & Furniture,Dinning Tables, $119.0 ,2,0.05, $27.1 , $2.7 
HF-2015-8807,Home & Furniture,Shoe Rack, $124.0 ,1,0.05, $37.8 , $3.8 
HF-2015-8808,Home & Furniture,Umbrellas, $70.0 ,4,0.04, $17.5 , $1.8 
HF-2015-8809,Home & Furniture,Dinner Crockery, $133.0 ,3,0.01, $49.0 , $4.9 
HF-2015-8810,Home & Furniture,Sofa Covers, $216.0 ,4,0.05, $92.8 , $9.3 
HF-2015-8811,Home & Furniture,Bed Sheets, $211.0 ,5,0.05, $78.3 , $7.8 
HF-2015-8812,Home & Furniture,Curtains, $34.0 ,2,0.04, $17.0 , $1.7 
HF-2015-8813,Home & Furniture,Towels, $228.0 ,3,0.02, $134.3 , $13.4 
HF-2015-8814,Home & Furniture,Sofas, $67.0 ,4,0.01, $16.8 , $1.7 
HF-2015-8815,Home & Furniture,Beds, $78.0 ,5,0.01, $15.6 , $1.6 
HF-2015-8816,Home & Furniture,Dinning Tables, $119.0 ,4,0.04, $20.0 , $2.0 
HF-2015-8817,Home & Furniture,Shoe Rack, $124.0 ,2,0.01, $41.5 , $4.2 
HF-2015-8818,Home & Furniture,Umbrellas, $70.0 ,1,0.05, $70.0 , $7.0 
HF-2015-8819,Home & Furniture,Dinner Crockery, $133.0 ,1,0.01, $51.7 , $5.2 
HF-2015-8820,Home & Furniture,Sofa Covers, $216.0 ,1,0.04, $127.4 , $12.7 
HF-2015-8821,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-8822,Home & Furniture,Curtains, $34.0 ,2,0.04, $17.0 , $1.7 
HF-2015-8823,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-8824,Home & Furniture,Sofas, $67.0 ,4,0.03, $16.8 , $1.7 
HF-2015-8825,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8826,Home & Furniture,Dinning Tables, $119.0 ,1,0.02, $36.6 , $3.7 
HF-2015-8827,Home & Furniture,Shoe Rack, $124.0 ,4,0.01, $39.0 , $3.9 
HF-2015-8828,Home & Furniture,Umbrellas, $70.0 ,5,0.05, $14.0 , $1.4 
HF-2015-8829,Home & Furniture,Dinner Crockery, $133.0 ,5,0.01, $46.4 , $4.6 
HF-2015-8830,Home & Furniture,Sofa Covers, $216.0 ,2,0.05, $114.4 , $11.4 
HF-2015-8831,Home & Furniture,Bed Sheets, $211.0 ,3,0.03, $112.0 , $11.2 
HF-2015-8832,Home & Furniture,Curtains, $34.0 ,5,0.01, $6.8 , $0.7 
HF-2015-8833,Home & Furniture,Towels, $228.0 ,5,0.05, $91.0 , $9.1 
HF-2015-8834,Home & Furniture,Sofas, $67.0 ,3,0.05, $22.3 , $2.2 
HF-2015-8835,Home & Furniture,Beds, $78.0 ,3,0.05, $26.0 , $2.6 
HF-2015-8836,Home & Furniture,Dinning Tables, $119.0 ,5,0.03, $21.2 , $2.1 
HF-2015-8837,Home & Furniture,Shoe Rack, $124.0 ,5,0.05, $13.0 , $1.3 
HF-2015-8838,Home & Furniture,Umbrellas, $70.0 ,4,0.02, $17.5 , $1.8 
HF-2015-8839,Home & Furniture,Dinner Crockery, $133.0 ,4,0.05, $26.4 , $2.6 
HF-2015-8840,Home & Furniture,Sofa Covers, $216.0 ,5,0.05, $82.0 , $8.2 
HF-2015-8841,Home & Furniture,Bed Sheets, $211.0 ,1,0.02, $126.8 , $12.7 
HF-2015-8842,Home & Furniture,Curtains, $34.0 ,4,0.03, $8.5 , $0.9 
HF-2015-8843,Home & Furniture,Towels, $228.0 ,1,0.04, $138.9 , $13.9 
HF-2015-8844,Home & Furniture,Sofas, $67.0 ,4,0.04, $16.8 , $1.7 
HF-2015-8845,Home & Furniture,Beds, $78.0 ,3,0.02, $26.0 , $2.6 
HF-2015-8846,Home & Furniture,Dinning Tables, $119.0 ,5,0.02, $27.1 , $2.7 
HF-2015-8847,Home & Furniture,Shoe Rack, $124.0 ,1,0.01, $42.8 , $4.3 
HF-2015-8848,Home & Furniture,Umbrellas, $70.0 ,1,0.05, $70.0 , $7.0 
HF-2015-8849,Home & Furniture,Dinner Crockery, $133.0 ,4,0.01, $47.7 , $4.8 
